-378.56630756883885,-0.5008493145827712
-378.93051249605617,-1.4329549389609215
-379.2891774441767,-2.367206285884953
-379.64298427788043,-3.3033082295905944
-379.99261913377416,-4.240976397081089
-380.33877146748387,-5.1799357608304755
-380.6821333877707,-6.119919120597153
-381.02339901281465,-7.06066557852261
-381.3632639217197,-8.0019189814998
-381.7024247550889,-8.943426312339255
-382.0415787750392,-9.88493609756071
-382.38142352129375,-10.826196780544295
-382.7226564002711,-11.766955116713099
-383.06597433936116,-12.706954540737197
-383.41207328405045,-13.645933584361135
-383.7616477053698,-14.583624283303415
-384.1153899789108,-15.519750623767536
-384.47398960022565,-16.454027045029335
-384.8381323753183,-17.386156947651635
-385.20849916404904,-18.31583138487808
-385.58576541483757,-19.242727429763573
-385.970547651156,-20.16652867592499
-386.3626898035921,-21.087229849496293
-386.76142792897093,-22.00509368460237
-387.16598994438533,-22.920405487310823
-387.57560929957026,-23.833465235975964
-387.98952577645775,-24.744585026843477
-388.4069846609489,-25.654087200411173
-388.8272361782844,-26.562302365887334
-389.24953466080564,-27.469567551225143
-389.67313758932687,-28.37622442342151
-390.09730462908595,-29.282617520994197
-390.5212965054565,-30.189092569609485
-390.9443739783662,-31.095994756613987
-391.3657967254503,-32.00366705082054
-391.7848222643885,-32.91244849952859
-392.2007052775052,-33.82267234466699
-392.6126956136006,-34.73466471156479
-393.020125615037,-35.64870351007846
-393.42296520498815,-36.56477468068483
-393.8214831202475,-37.48273415408403
-394.2159504146847,-38.402441541446244
-394.6066404783731,-39.32375983526424
-394.9938282338333,-40.246555460912084
-395.3777901081261,-41.17069798446603
-395.75880377767135,-42.096059918243924
-396.13714799068595,-43.02251649111253
-396.5131024650962,-43.949945387658595
-396.88694769122594,-44.87822652605376
-397.2589648516172,-45.80724178824027
-397.62943568114923,-46.73687477466941
-397.9986423940778,-47.66701053255632
-398.366867544508,-48.597535311132255
-398.7343940163448,-49.528336265918085
-399.1015048572552,-50.459301225208236
-399.4684832874771,-51.39031838756915
-399.8356125164355,-52.321276095728955
-400.20317599048883,-53.25206243899389
-400.5714079839882,-54.18258450987683
-400.9402602808144,-55.11286087095676
-401.3095814626606,-56.042951183540275
-401.67922033521535,-56.97291528436129
-402.049025648611,-57.90281321160969
-402.41884616549476,-58.832705092534454
-402.7885306346073,-59.76265106849952
-403.1579277400074,-60.69271122969215
-403.52688612332497,-61.62294552076729
-403.89525430879684,-62.553413685102136
-404.26288073069543,-63.48417516841807
-404.6296136698619,-64.41528905845851
-404.99530124786156,-65.34681400186307
-405.35979141938105,-66.27880812188356
-405.72293195252496,-67.21132894098159
-406.08457039249635,-68.14443331011292
-406.444554080211,-69.07817731632805
-406.80274716714376,-70.01260967755208
