-364.96008961497614,-6.891034873013417
-365.31974585524927,-7.824834846227456
-365.6746332475991,-8.760457732043644
-366.0253607499735,-9.69764794748483
-366.3725663702621,-10.636148685392003
-366.71689849463434,-11.575707526672725
-367.05901902047464,-12.516073948073506
-367.3995980026543,-13.456999786731851
-367.73931171327376,-14.39823837367677
-368.07884009445064,-15.339543830138211
-368.4188648697436,-16.280670090843206
-368.7600678621278,-17.221369837492865
-369.1031295189214,-18.161393356449643
-369.44872751108954,-19.100487378273286
-369.7975355267387,-20.038393868555563
-370.15022219991783,-20.97484878544495
-370.5074494706389,-21.90958110676277
-370.8698721364332,-22.842311405772012
-371.2381361802131,-23.772750983519238
-371.6128707995097,-24.700603673422066
-371.99471796832427,-25.625552036294444
-372.38386929880403,-26.547450961452476
-372.77985535764515,-27.46643501559781
-373.1819441785637,-28.38276503464336
-373.58941556982035,-29.296714194316817
-374.001538497212,-30.208575197757426
-374.4175799816312,-31.118654950710145
-374.83680240284025,-32.02727375966105
-375.2584638759387,-32.9347632210644
-375.6818175607823,-33.841464465583506
-376.10611121201697,-34.747726224160935
-376.5305866628397,-35.65390284471776
-376.95447924440487,-36.56035226702957
-377.377017551356,-37.46743376627113
-377.7974233172318,-38.375505591119726
-378.2149109148883,-39.28492270216971
-378.6286922175354,-40.19603214852619
-379.0379562526177,-41.10917937223537
-379.44226205855284,-42.02453293146219
-379.84207565540055,-42.94185745387823
-380.23775762928335,-43.86097171820587
-380.6295664520518,-44.78174376386391
-381.0177762617062,-45.7040389901728
-381.402660662378,-46.62772690967713
-381.7844965430586,-47.55267921067083
-382.163562721208,-48.47877005524693
-382.5401399530811,-49.40587577993113
-382.9145105547841,-50.33387475717281
-383.2869581647278,-51.26264719256666
-383.6577674761226,-52.192074930745626
-384.02722405945656,-53.12204122246645
-384.39561409762933,-54.05243052456504
-384.7632242363832,-54.98312825271884
-385.1303413491511,-55.91402056734977
-385.49725240209904,-56.844994119816526
-385.86424437036555,-57.77593577800316
-386.23160350161027,-58.706732612149025
-386.59958476876716,-59.63728366554075
-386.968203654486,-60.56758232379947
-387.3373291514529,-61.49768008421158
-387.7068090106223,-62.42763713148437
-388.0764904269599,-63.35751407307893
-388.44621982497785,-64.287371937657
-388.8158428596189,-65.21727208731267
-389.1852044095877,-66.1472761310561
-389.55414852112915,-67.07744585658781
-389.92251839173684,-68.0078431446904
-390.2901563771942,-68.93852987296849
-390.65690387530054,-69.86956786686736
-391.022601368046,-70.80101878653022
-391.387088388121,-71.73294404219324
-391.75020346976606,-72.66540471421092
-392.1117841477118,-73.5984614529901
-392.47166698264226,-74.53217436600453
-392.8297074304267,-75.46659530745832
-393.185817338817,-76.40175368287666
-393.5399216581176,-77.33767332855123
-393.891945720049,-78.27437739553072
-394.2418143406341,-79.2118886727004
-394.5894518517324,-80.15022955121438
-394.93478213052083,-81.08942199086039
-395.2777285192413,-82.0294875263501
-395.6182138574204,-82.97044723181526
-395.95616049155166,-83.91232169328573
-396.291490237991,-84.85513099827543
-396.6241244333089,-85.79889469321586
-396.95398384278764,-86.7436317914894
-397.28098874023584,-87.6893607202727
-397.6050588973206,-88.63609929956023
-397.9261135277904,-89.58386473606924
-398.2440713575749,-90.53267357397615
-398.55885058075677,-91.48254168405442
-398.8703689545755,-92.43348420713653
-399.17854354190183,-93.3855156124686
-399.483297689237,-94.33864743749115
-399.7845760050223,-95.29288364495318
-400.08233709971915,-96.2482232131397
-400.37654127633755,-97.20466414664078
-400.6671488460443,-98.16220401200914
-400.9541201267228,-99.12083993558825
-401.2374155178787,-100.08056857826612
-401.51699542268767,-101.0413861569226
-401.79282032390483,-102.00328841943485
-402.06485074615233,-102.96627065414516
-402.3330473136957,-103.93032767123084
-402.5973706893309,-104.89545381850503
-402.85778167080883,-105.86164295309842
-403.11424113265673,-106.8288884562914
-403.3667100481127,-107.79718322630232
-403.61514957679384,-108.76651965476636
-403.8595209135283,-109.73688966486776
